text,label
What currency is supported for exchanges and holding?,fiat_currency_support
How many different currencies can I have my money in?,fiat_currency_support
How do I link the new card that I just got from you guys?,card_linking
My new card has not been delivered to my home yet. What is going on?,card_arrival
I found my old card. Can I link it back into the app?,card_linking
The exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate
Why is the cash withdrawal under pending?,pending_cash_withdrawal
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate
How do you do currency exchanges?,exchange_rate
Where does the exchange rate stand right now?,exchange_rate
Why is the pending status on my cash withdrawal taking so long?,pending_cash_withdrawal
"How do I know if I will get my card, or if it is lost?",card_arrival
I still haven't received my card in the mail,card_arrival
Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,card_payment_wrong_exchange_rate
What's the foreign exchange rate I will receive?,exchange_rate
There is a €1 extra fee in my statement,extra_charge_on_statement
There should be a cash withdrawal that I haven't seen yet.,pending_cash_withdrawal
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate
"I have a cash withdrawal that says it's pending, why?",pending_cash_withdrawal
What is the formula for your exchange rate?,exchange_rate
can I have multiple currencies?,fiat_currency_support
can I link a card of yours I already have?,card_linking
My exchange rate was wrong for an Item I bought!,card_payment_wrong_exchange_rate
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,card_payment_wrong_exchange_rate
I checked my statement and am being charged one pound. Where did this charge come from?,extra_charge_on_statement
Could you please tell me your exchange rates?,exchange_rate
I deactivated my card but would like to reactivate it.,card_linking
Why is the cash withdraw I made shown as pending?,pending_cash_withdrawal
You did not give me the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking
Is there an exchange rate?,exchange_rate
What method do you use for the exchange rate?,exchange_rate
I received my card. How do I link it to the app?,card_linking
Which fiat currencies do you currently support? Will this change in this future?,fiat_currency_support
I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,pending_cash_withdrawal
what currencies do you accept?,fiat_currency_support
Where can I find your exchange rates?,exchange_rate
why hasnt my card come in yet?,card_arrival
Does the card you sent have a tracking number?,card_arrival
The exchange rate from my card payment isn't right.,card_payment_wrong_exchange_rate
I received my new card.  Where is it in the app?,card_linking
"I received my card, how do I get it to show in the app?",card_linking
How long before I can see that my cash withdrawal has taken place?,pending_cash_withdrawal
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking
The exchange rate is incorrect on an item I recently purchased in a foreign country.,card_payment_wrong_exchange_rate
I haven't received my card.,card_arrival
When will a cash withdrawal show up?,pending_cash_withdrawal
I need to find the card I received in the app.,card_linking
Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal
How long will my ATM withdrawal be pending?,pending_cash_withdrawal
When did I get a $1 extra fee on my statement?,extra_charge_on_statement
The exchange rate I was charged for a purchase was not right.,card_payment_wrong_exchange_rate
Is the 1 pound charge going to be reimbursed on my card?,extra_charge_on_statement
I need to know which fiat currencies I can use with you.,fiat_currency_support
how do I link an old card?,card_linking
Can you change the rate for the item I bought in a different currency as it is wrong?,card_payment_wrong_exchange_rate
When will I get my new card?,card_arrival
Where did the  €1 fee in my statement come from,extra_charge_on_statement
What is the reason for the extra fee on my statement?,extra_charge_on_statement
"I checked my statement and saw a charge of one pound, where is this charge coming from?",extra_charge_on_statement
Why was I charged an additional $1?,extra_charge_on_statement
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,card_payment_wrong_exchange_rate
Why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate
"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking
why isnt my cash withdrawal showing,pending_cash_withdrawal
How do you decide what your exchange rates are?,exchange_rate
Do you also have this extra fee on your statement?,extra_charge_on_statement
I bought something in another country but the exchange rate is wrong,card_payment_wrong_exchange_rate
How do I get my card on the app?,card_linking
Why is the exchange rate different from what I expected?,card_payment_wrong_exchange_rate
I purchased something abroad and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
Why is there a $1 charge on my statement?,extra_charge_on_statement
I think the exchange rate on my card payment is incorrect.,card_payment_wrong_exchange_rate
What foreign exchange rate will I get?,exchange_rate
It appears I have a fee in my statement.,extra_charge_on_statement
Does the package with my card have tracking?,card_arrival
Why has my deposit in the ATM not cleared yet?,pending_cash_withdrawal
I made a cash withdrawal at an ATM but it still says pending in my account.,pending_cash_withdrawal
"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",pending_cash_withdrawal
I found the card I thought I lost this morning. Can I reactivate this card?,card_linking
Where is my new card if I haven't received it yet?,card_arrival
how to track the card you sent,card_arrival
Is there a way to track my card?,card_arrival
"I just looked at my app and it seems I was charged extra, why is that?",extra_charge_on_statement
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,card_linking
Is there any way to see my card in the app?,card_linking
Why is there a fee added to my statement?,extra_charge_on_statement
why is there a service fee on my statement?,extra_charge_on_statement
I haven't received my card and am worried it is lost.,card_arrival
I want to have multiple currencies in my account if possible.,fiat_currency_support
Why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",pending_cash_withdrawal
How are cash withdrawals pending?,pending_cash_withdrawal
My account says I have money but I withdrew it in cash.,pending_cash_withdrawal
How are foreign exchange rates determined?,exchange_rate
I see a $1 charge in a transaction.,extra_charge_on_statement
Was I charged more than I should of been for a currency exchange?,card_payment_wrong_exchange_rate
I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,card_payment_wrong_exchange_rate
Do you have a problem with EUR exchanges?,fiat_currency_support
"What currencies can I not hold many in, if so what are they?",fiat_currency_support
I've been charged an extra £1 and I don't know why,extra_charge_on_statement
Your exchange rates come from where?,exchange_rate
Please explain your exchange rate policy.,exchange_rate
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
Why has my card been charged an extra pound?,extra_charge_on_statement
How can I see the progress of delivery of the card that was sent?,card_arrival
The exchange rate used on your app is really bad. I'm considering closing my account because of it.,card_payment_wrong_exchange_rate
Where do I go to add a new card?,card_linking
What exchange rate will I receive?,exchange_rate
How can I check on the status of my new card?,card_arrival
What is this extra fee on my statement.,extra_charge_on_statement
What is your exchange rate between UK pounds and Russian rubles for my last transaction,card_payment_wrong_exchange_rate
There is a  €1 fee on my account I didn't authorize,extra_charge_on_statement
"If I need to cash foreign transfers, how does that work?",exchange_rate
why have i not got my new card?,card_arrival
"I withdrew some cash, when is it going to show?",pending_cash_withdrawal
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",card_payment_wrong_exchange_rate
On what do you base your exchange rates?,exchange_rate
What is the exchange looking like?,exchange_rate
The cash I deposited using the ATM is still pending,pending_cash_withdrawal
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,card_linking
Can I link your physical card,card_linking
I ordered my card but it hasn't been delivered yet,card_arrival
How long does it take for a new card to ship?,card_arrival
How can I find your exchange rates?,exchange_rate
"I'm interested in using fiat currencies, which do you support?",fiat_currency_support
How much are the rates of exchange?,exchange_rate
What is the exchange rate for EUR?,exchange_rate
What country's money can I hold currency in?,fiat_currency_support
How long will it take for my cash withdrawal to no longer show as pending?,pending_cash_withdrawal
I was able to find my card. How to I go about putting it into my app?,card_linking
I'm still waiting on my new card to be delivered!,card_arrival
I ordered my card but it still isn't here,card_arrival
Do you support other currencies?,fiat_currency_support
What does a pending cash withdrawal mean?,pending_cash_withdrawal
How did you guys get your exchange rate?,exchange_rate
Can I add a card to back into the app?,card_linking
Can you please reactivate my card?,card_linking
Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate
How do I know how much money I will have when I travel abroad?,exchange_rate
The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate
Why is the exchange rate different on my recent purchase?,card_payment_wrong_exchange_rate
Why is there a pending hold on one pound on my statement?,extra_charge_on_statement
"I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!",extra_charge_on_statement
"There is an extra charge on my account I didn't authorise, it's just £1, what is it?",extra_charge_on_statement
What are the exchange rates?,exchange_rate
I'm interested in what your exchange rates are based on.,exchange_rate
Why is there an extra fee on my statement?,extra_charge_on_statement
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,pending_cash_withdrawal
"I want to reactivate my card, I thought I had lost it but I found it.",card_linking
Do you have support for flat currencies?,fiat_currency_support
Am I able to track the card that was just sent to me?,card_arrival
It's been a week since you issued me a card and I still didn't get it. Should I keep waiting?,card_arrival
I don't see my card anywhere in the app.,card_linking
"I just got a card, how can I add it to the app?",card_linking
Is my new bank card on the way and is there a way to track it?,card_arrival
explain the interbank exchange rate,exchange_rate
I need to know which flat currencies are supported by you.,fiat_currency_support
Where is the tracking number for the card?,card_arrival
How do I link my card in the app.,card_linking
The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,pending_cash_withdrawal
The currency exchange for my purchase in foreign currency is incorrect.,card_payment_wrong_exchange_rate
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",pending_cash_withdrawal
"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",pending_cash_withdrawal
Can I track the card that was just sent to me?,card_arrival
I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate
"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",pending_cash_withdrawal
Is there a way I can check on the card on route to me?,card_arrival
If I have a credit card with you how I get set up to link to it?,card_linking
"I received my card, how do I get it to work in the app?",card_linking
What do you think of the exchange rate?,exchange_rate
How do i go about linking a new card?,card_linking
"When I look at my statement there is an extra fee, that is for what?",extra_charge_on_statement
What's the card you sent me's tracking number?,card_arrival
Do you deal with EUR?,fiat_currency_support
can you share card tracking number?,card_arrival
Is it possible to hold money in multiple currencies?,fiat_currency_support
The exchange rate for my card payment doesn't seem right.,card_payment_wrong_exchange_rate
I have been waiting over a week. Is the card still coming?,card_arrival
What kind of fiat currencies are supported for holding and exchange?,fiat_currency_support
How do I add a card on to the app?,card_linking
Can I track my card while it is in the process of delivery?,card_arrival
I need a list of currencies you accept for exchange.,fiat_currency_support
I was using a foreign currecy to make a payment and the applied the wrong rate.,card_payment_wrong_exchange_rate
What is the dollar that I have pending on my statement there?,extra_charge_on_statement
Will I be able to track the card that was sent to me?,card_arrival
Will you be able to exchange to EUR?,fiat_currency_support
"What's go on, where is my new card?",card_arrival
What fiat currencies are used for exchange?,fiat_currency_support
Can you make exchanges with the EUR?,fiat_currency_support
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking
Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate
Is there a way I can get my card expedited?,card_arrival
"If my cash withdrawal is still not showing, is something wrong?",pending_cash_withdrawal
How do the foreign exchange rates work?,exchange_rate
What are all the fiat currencies that are supported for both exchange and holding?,fiat_currency_support
I bought something abroad and the exchange rate applied is wrong,card_payment_wrong_exchange_rate
Why is my withdrawal from the ATM still showing as pending?,pending_cash_withdrawal
I am still waiting on my card?,card_arrival
An extra pound was charged!,extra_charge_on_statement
Why is there an additional fee showing on the statement I received?,extra_charge_on_statement
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",pending_cash_withdrawal
Why am I being charged the wrong currency exchange when I purchased something abroad?,card_payment_wrong_exchange_rate
My currency rate is inaccurate.,card_payment_wrong_exchange_rate
I found my card. How can I put it into my app?,card_linking
Please list what fiat currencies are supported for both holding and exchanging.,fiat_currency_support
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,card_arrival
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate
If I have a physical card can I link it?,card_linking
Should I keep waiting for my card to be delivered?,card_arrival
The exchange rate was incorrect for this item I bought.,card_payment_wrong_exchange_rate
"There is an unexplained $1 charge on my statement, can you please explain this to me?",extra_charge_on_statement
my exchange rate looks wrong for my last payment,card_payment_wrong_exchange_rate
Has my card been lost in delivery?,card_arrival
Are you okay with exchanges to EUR?,fiat_currency_support
What types of foreign money can be used with this service.?,fiat_currency_support
Does this app have the same exchange rate as third parties?,exchange_rate
Can you tell me the names of the fiat currencies that I can use at your institution?,fiat_currency_support
What am I being charged an extra pound when I haven't bought something worth that much?,extra_charge_on_statement
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking
The $1.00 has still not been reverted as indicated in the previous email.,extra_charge_on_statement
Can you show me where to link the new card?,card_linking
How are your exchange rates calculated?,exchange_rate
Will I need a new card or can I put my old card back into the app?,card_linking
Why have I been charged an extra pound?,extra_charge_on_statement
Can I have multiple currencies in my account?,fiat_currency_support
Why is the cash transaction still showing as not completed?,pending_cash_withdrawal
There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,extra_charge_on_statement
My exchange rate isn't correct.,card_payment_wrong_exchange_rate
What currencies can my account be in?,fiat_currency_support
Can I exchange currency to Europe?,fiat_currency_support
I was expecting my new card by now.,card_arrival
I got some cash in the ATM but its still pending,pending_cash_withdrawal
Why do i have an extra fee on my statement?,extra_charge_on_statement
I was wrongfully charged one pound.,extra_charge_on_statement
"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM",pending_cash_withdrawal
"There's a €1 fee on my statement, why?",extra_charge_on_statement
Is the EUR accepted for exchanges?,fiat_currency_support
"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",extra_charge_on_statement
What factors effect the exchange rate?,exchange_rate
My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.,card_payment_wrong_exchange_rate
If my card was lost or stolen can I re-link it?,card_linking
Can I track the card that you sent me in the mail?,card_arrival
What do I do if I already had a card with you guys?,card_linking
Do you know when the withdrawal will show?,pending_cash_withdrawal
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",pending_cash_withdrawal
Why is a transaction still pending?,pending_cash_withdrawal
Is there a reason my new card hasn't arrived yet?,card_arrival
"I purchased something while traveling, and the exchange rate applied was wrong.",card_payment_wrong_exchange_rate
Can you track my card for me?,card_arrival
Why i'm I being charged an extra pound,extra_charge_on_statement
Why do I see an extra £1 charge on my statement?,extra_charge_on_statement
"lost card found, want to put it back in app",card_linking
I would like to know why a withdraw I made for some cash shows up as pending.,pending_cash_withdrawal
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,extra_charge_on_statement
I want to know your exchange rates.,exchange_rate
Explain pending transactions.,pending_cash_withdrawal
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,extra_charge_on_statement
How do you determine your exchange rates?,exchange_rate
Which fiat currencies are supported by you?,fiat_currency_support
"I have a strange transaction for £1 on my statement, what is that?",extra_charge_on_statement
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate
There is a charge for an additional pound.,extra_charge_on_statement
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,card_payment_wrong_exchange_rate
Is there a way to track the delivery of my card?,card_arrival
How do I link a new card in the app?,card_linking
Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement
"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate
Is the 1 pound charge I can see an error or an incorrect entry?,extra_charge_on_statement
My card has not come in the mail yet.,card_arrival
"Do you hold money and if so, what currencies do you accept?",fiat_currency_support
"When I bought something abroad, the exchange rate was wrong.",card_payment_wrong_exchange_rate
What is the present state of the exchange rate?,exchange_rate
"Show me how to link the new card,",card_linking
How do I make my card show up in the app?,card_linking
I do not know why I was charged for the $1 transaction.,extra_charge_on_statement
I want to find out what happened to my new card?,card_arrival
What types of fiduciary currencies are supported for tenure and exchange?,fiat_currency_support
What does the €1 fee mean?,extra_charge_on_statement
What is a pending cash withdrawal?,pending_cash_withdrawal
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",card_linking
I have no idea why there is a dollar that has been charged to my account.,extra_charge_on_statement
They used the wrong rate when I made a purchase with foreign currency.,card_payment_wrong_exchange_rate
How long until I see a cash withdrawal?,pending_cash_withdrawal
Is the exchange rate the same on weekends as the weekdays?,exchange_rate
I withdrew cash but it still shows as pending?,pending_cash_withdrawal
how do i get the card linked,card_linking
withdrawal pending meaning?,pending_cash_withdrawal
Why would a cash withdrawal be pending?,pending_cash_withdrawal
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",pending_cash_withdrawal
How many different currencies can I hold money in?,fiat_currency_support
I need to find out where the card is that I ordered.,card_arrival
I bought an item then noticed the exchange rate was wrong.,card_payment_wrong_exchange_rate
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
I have a withdrawal waiting to go through.,pending_cash_withdrawal
I want my card I just received to show up in the app. How do I do that?,card_linking
"I purchased something abroad, and the exchange rate that was applied was wrong.",card_payment_wrong_exchange_rate
What exchange rates do you use?,exchange_rate
What are the fiat currencies used?,fiat_currency_support
"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",extra_charge_on_statement
"My card was supposed to arrive, but hasn't?",card_arrival
"I want to link to my card card with you, how?",card_linking
What's the expected wait time to recieve my new card?,card_arrival
I made a cash withdraw and it shows up as pending why is that?,pending_cash_withdrawal
My ATM withdrawal is taking forever,pending_cash_withdrawal
I have been charged an extra pound!,extra_charge_on_statement
Exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate
"When I was traveling abroad, the exchange rate was applied wrong.",card_payment_wrong_exchange_rate
My card isn't here yet.,card_arrival
are multiple currencies acceptable?,fiat_currency_support
My card hasn't arrived.,card_arrival
Why is my ATM withdrawal still pending?,pending_cash_withdrawal
"I found my card, am I able to put it back into the app?",card_linking
I think there was an error in your exchange rate.,card_payment_wrong_exchange_rate
How much longer until I get my new card?,card_arrival
Why is there a €1 charge on my statement?,extra_charge_on_statement
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",card_linking
"I want to reactivate my card, I found it after thinking it was lost.",card_linking
Have you sent out my card yet?,card_arrival
"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?",pending_cash_withdrawal
What's the tracking on the card you sent?,card_arrival
Do you allow exchanges of EUR?,fiat_currency_support
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,exchange_rate
Do you allow currency exchanges?,fiat_currency_support
"My withdrawal is pending, why?",pending_cash_withdrawal
i havent got my card,card_arrival
my cash withdrawal has not come out of my account yet.,pending_cash_withdrawal
Why do I see an extra fee on my statement?,extra_charge_on_statement
how long until a cash withdrawal will show on my account,pending_cash_withdrawal
I had a dollar charged to my account that's still pending and wanted to know what the charge is for?,extra_charge_on_statement
Can exchanged be made to EUR?,fiat_currency_support
When will I recieve my new card?,card_arrival
What other currencies can I hang onto?,fiat_currency_support
I was charged an extra pound.,extra_charge_on_statement
How can I exchange to EUR?,fiat_currency_support
The exchange rate is incorrect for something I bought,card_payment_wrong_exchange_rate
What was the $1 charge for on my statement?,extra_charge_on_statement
Is there a reason why there is an extra £1 charge on my account?,extra_charge_on_statement
Is my card lost? I am still waiting for it to be delivered.,card_arrival
How do I link my new card?,card_linking
Why would there be an extra charge on my app?,extra_charge_on_statement
My card hasn't arrived yet. What do I do?,card_arrival
How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal
Please tell me which fiat currencies you support.,fiat_currency_support
Are EUR exchanges acceptable?,fiat_currency_support
the exchange rate at which my card payment is at is wrong,card_payment_wrong_exchange_rate
"I need to hold money, what currencies can I use?",fiat_currency_support
"Okay, I found my card, can I put it back in the app?",card_linking
Why is my withdrawl to cash still pending?,pending_cash_withdrawal
How are the exchange rates for transfers calculated?,exchange_rate
Can I activate a card in the app?,card_linking
Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,pending_cash_withdrawal
How long does it take to recieve my new card?,card_arrival
How do I activate and link my new card?,card_linking
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",pending_cash_withdrawal
I don't have my card in 1 week.  Should I be worried?,card_arrival
I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking
Help me figure out how to link the new card.,card_linking
How is an exchange rate calculated?,exchange_rate
I was charged an extra dollar on my account and would like to know the reason.,extra_charge_on_statement
Is it okay to hold money in multiple currencies?,fiat_currency_support
My card payment has the wrong exchange rate,card_payment_wrong_exchange_rate
Could you send me and up date on the arrival of my card?,card_arrival
What should I do if I see a withdrawal is pending?,pending_cash_withdrawal
Where can I get your exchange rates from?,exchange_rate
"If I ordered my new card last week, how much longer should I wait to receive it?",card_arrival
Will I know which exchange rate I will get?,exchange_rate
how long will my cash withdrawal be pending for?,pending_cash_withdrawal
There is  an extra 1£ charge on my app. Why did it charge me extra?,extra_charge_on_statement
Why was I charged an extra pound?,extra_charge_on_statement
Can you tell me why I was charged $1 for a transaction?,extra_charge_on_statement
The wrong exchange rate was used when I purchased an item.,card_payment_wrong_exchange_rate
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate
"I just received a new card, where do I go to link it to my account?",card_linking
"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",extra_charge_on_statement
I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
Why is there an extra pound charge that is pending?,extra_charge_on_statement
Can you please tell me why my cash withdrawal is still pending?,pending_cash_withdrawal
"I've obtained the card, how do I enable it on the app?",card_linking
What if I want to add a card I already have to the app?,card_linking
Why does a cash withdrawal show as pending?,pending_cash_withdrawal
When I purchased a product in another country the currency exchange was incorrect.,card_payment_wrong_exchange_rate
"found card, how to put it back in app",card_linking
I received the wrong exchange rate for an item i bought.,card_payment_wrong_exchange_rate
Are you able to make exchanges to EUR?,fiat_currency_support
i need to know about exchange rates,exchange_rate
I need to know what these extra charges are on my statement?,extra_charge_on_statement
Are EUR exchanges allowed?,fiat_currency_support
What flat currencies do you use for holding and exchanges.,fiat_currency_support
Why does my transaction have an added fee?,extra_charge_on_statement
I wondered if multiple currencies is okay?,fiat_currency_support
My card still hasn't been delivered,card_arrival
My card has been found. Is there any way for me to put it back into the app?,card_linking
I need to track the card sent to me.,card_arrival
How long will my cash withdrawal take,pending_cash_withdrawal
How come there is a $1 extra charge on my statement?,extra_charge_on_statement
I'm still waiting for my card.,card_arrival
"My card has not been delivered yet and its been a week since I ordered it, please help",card_arrival
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,card_payment_wrong_exchange_rate
What currencies can I exchange?,fiat_currency_support
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,extra_charge_on_statement
Why have I been charged an extra £1?,extra_charge_on_statement
My new card hasn't came in.,card_arrival
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking
"I've been waiting for 3 days, why is my withdrawal still pending?",pending_cash_withdrawal
How do I reactivate a card I thought I lost?,card_linking
"I want to reactivate my card, I thought I had lost it but found it again this morning.",card_linking
How is the exchange rate doing?,exchange_rate
How do I link a new payment card?,card_linking
Why has another fee been placed on my statement?,extra_charge_on_statement
What is the current exchange rate?,exchange_rate
Can I exchange my money for EUR?,fiat_currency_support
How long will it take for my cash withdrawal to stop pending,pending_cash_withdrawal
Why do I see an extra €1 charge on my statement?,extra_charge_on_statement
Are all fiat currencies supported?,fiat_currency_support
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,card_payment_wrong_exchange_rate
Do you know the rate of exchange?,exchange_rate
$1 charge in transaction.,extra_charge_on_statement
What fiat currencies can I use for holding and exchanging?,fiat_currency_support
Why did you charge me extra?,extra_charge_on_statement
Please tell me the types of currency I can hold.,fiat_currency_support
"Now that I have my card, how do I connect it to the app?",card_linking
My rate of exchange was wrong.,card_payment_wrong_exchange_rate
How is my ATM deposit not available yet?,pending_cash_withdrawal
What are the exchange rates you assign?,exchange_rate
The exchange rate is bad. Are you sure this is the exchange rate?,card_payment_wrong_exchange_rate
Am I able to track a card that has already been sent?,card_arrival
I had to pay one pound more than the set price!,extra_charge_on_statement
I would like to know how exchange rates are calculated when transferring funds.,exchange_rate
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,card_payment_wrong_exchange_rate
What's the process for exchanges?,exchange_rate
Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
Why was the exchange wrong for the item I purchased?,card_payment_wrong_exchange_rate
Can you convert to EUR?,fiat_currency_support
What are Interbanks current exchange rates?,exchange_rate
How can I track my card's delivery?,card_arrival
WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival
The currency exchange rate was wrong for a purchase I made.,card_payment_wrong_exchange_rate
A foreign purchase I made has the incorrect rate applied to it.,card_payment_wrong_exchange_rate
What fiat currencies do you allow exchange with?,fiat_currency_support
Why haven't I gotten my new card?,card_arrival
my cash out is still pending,pending_cash_withdrawal
Is there a way to link cards if I have one of yours?,card_linking
I would like to link my card to my account.,card_linking
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,extra_charge_on_statement
I found my lost card. Am I still able to use it?,card_linking
I haven't gotten my new card.,card_arrival
Do you convert to Euro?,fiat_currency_support
Please explain the charge of 1L in error.  I have purchased nothing in this amount.,extra_charge_on_statement
How do you find the exchange rate?,exchange_rate
"I'm interested in holding and exchange for flat currencies, what do you support?",fiat_currency_support
"Card has been received, how will it show up on the app?",card_linking
How do you determine exchange rates?,exchange_rate
How many currencies can I have?,fiat_currency_support
"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",pending_cash_withdrawal
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
What is the extra fee on my statement?,extra_charge_on_statement
What can I do if my card still hasn't arrived after 2 weeks?,card_arrival
I was made to pay an additional pound!,extra_charge_on_statement
"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?",extra_charge_on_statement
i withdrew cash and dont see it reflected on the balance,pending_cash_withdrawal
Is there any reason my cash withdrawal still shows as pending?,pending_cash_withdrawal
"I do not understand why there is a pending 1£ charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",extra_charge_on_statement
Can you please explain why the exchange rate for the item I bought is wrong?,card_payment_wrong_exchange_rate
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",pending_cash_withdrawal
An extra fee of €1 was in my statement,extra_charge_on_statement
Can you help me track my card?,card_arrival
It's been a week since I ordered my card and it's not here. Please help?,card_arrival
I purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate
What does it mean if my cash withdrawal is pending?,pending_cash_withdrawal
Can I track the card you sent to me?,card_arrival
Where do I go to get my new card linked?,card_linking
